i,k,v
882,1483,1.0
946,1483,-1.0
946,1484,-1.0
952,1484,2.0
1045,1484,1.0
1049,1484,-1.0
1183,1484,-1.0
1184,1484,1.0
16,1485,1.0
952,1485,-1.0
1048,1485,-1.0
1183,1485,1.0
1184,1485,-1.0
19,1486,1.0
952,1486,-1.0
1049,1486,-1.0
1183,1486,1.0
1184,1486,-1.0
952,1487,1.0
954,1487,-1.0
1050,1487,-1.0
1052,1487,1.0
1051,1488,-1.0
1052,1488,1.0
952,1489,1.0
954,1489,-1.0
1050,1489,1.0
1052,1489,-1.0
952,1490,1.0
1042,1490,-1.0
1183,1490,-1.0
1184,1490,1.0
1394,1490,1.0
1042,1491,-1.0
1394,1491,1.0
1397,1491,-1.0
1398,1491,1.0
250,1492,-1.0
369,1492,1.0
882,1492,-1.0
1053,1492,1.0
400,1493,1.0
459,1493,-1.0
1053,1493,-1.0
1056,1493,1.0
1350,1493,1.0
1547,1493,-1.0
354,1494,1.0
459,1494,-1.0
946,1494,-1.0
952,1494,1.0
1053,1494,1.0
1055,1494,-1.0
1331,1494,1.0
952,1495,1.0
954,1495,-1.0
1053,1495,1.0
1055,1495,-1.0
1054,1496,-1.0
1055,1496,1.0
929,1497,-1.0
1057,1497,1.0
1156,1497,-1.0
354,1498,1.0
459,1498,-1.0
946,1498,-1.0
952,1498,1.0
1059,1498,-1.0
1061,1498,1.0
1331,1498,1.0
537,1499,-1.0
947,1499,1.0
953,1499,-1.0
955,1499,1.0
960,1499,-1.0
947,1500,1.0
953,1500,-1.0
956,1500,1.0
960,1500,-1.0
1062,1500,-1.0
354,1501,1.0
459,1501,-1.0
946,1501,-1.0
952,1501,1.0
1058,1501,-1.0
1063,1501,1.0
1331,1501,1.0
1062,1502,1.0
1063,1502,-1.0
952,1503,1.0
1065,1503,1.0
1066,1503,-1.0
1582,1503,-1.0
1606,1503,1.0
44,1504,-1.0
617,1504,1.0
901,1504,1.0
948,1504,-1.0
954,1504,1.0
57,1505,-1.0
901,1505,1.0
948,1505,-1.0
954,1505,1.0
1567,1505,1.0
55,1506,-1.0
901,1506,1.0
948,1506,-1.0
954,1506,1.0
1570,1506,1.0
48,1507,-1.0
901,1507,1.0
948,1507,-1.0
954,1507,1.0
961,1507,1.0
46,1508,-1.0
901,1508,1.0
948,1508,-1.0
954,1508,1.0
964,1508,1.0
52,1509,-1.0
901,1509,1.0
948,1509,-1.0
954,1509,1.0
1227,1509,1.0
50,1510,-1.0
901,1510,1.0
948,1510,-1.0
954,1510,1.0
1230,1510,1.0
29,1511,-1.0
617,1511,1.0
796,1511,1.0
948,1511,-1.0
954,1511,1.0
30,1512,-1.0
796,1512,1.0
948,1512,-1.0
954,1512,1.0
1567,1512,1.0
31,1513,-1.0
796,1513,1.0
948,1513,-1.0
954,1513,1.0
1570,1513,1.0
32,1514,-1.0
796,1514,1.0
948,1514,-1.0
954,1514,1.0
961,1514,1.0
33,1515,-1.0
796,1515,1.0
948,1515,-1.0
954,1515,1.0
964,1515,1.0
34,1516,-1.0
796,1516,1.0
948,1516,-1.0
954,1516,1.0
1227,1516,1.0
35,1517,-1.0
796,1517,1.0
948,1517,-1.0
954,1517,1.0
1230,1517,1.0
36,1518,-1.0
617,1518,1.0
799,1518,1.0
948,1518,-1.0
954,1518,1.0
37,1519,-1.0
799,1519,1.0
948,1519,-1.0
954,1519,1.0
1567,1519,1.0
38,1520,-1.0
799,1520,1.0
948,1520,-1.0
954,1520,1.0
1570,1520,1.0
39,1521,-1.0
799,1521,1.0
948,1521,-1.0
954,1521,1.0
961,1521,1.0
40,1522,-1.0
799,1522,1.0
948,1522,-1.0
954,1522,1.0
964,1522,1.0
41,1523,-1.0
799,1523,1.0
948,1523,-1.0
954,1523,1.0
1227,1523,1.0
42,1524,-1.0
799,1524,1.0
948,1524,-1.0
954,1524,1.0
1230,1524,1.0
117,1525,-1.0
615,1525,1.0
899,1525,1.0
946,1525,-1.0
952,1525,2.0
161,1526,-1.0
899,1526,1.0
946,1526,-1.0
952,1526,2.0
1565,1526,1.0
159,1527,-1.0
899,1527,1.0
946,1527,-1.0
952,1527,2.0
1568,1527,1.0
135,1528,-1.0
899,1528,1.0
946,1528,-1.0
952,1528,2.0
959,1528,1.0
133,1529,-1.0
899,1529,1.0
946,1529,-1.0
952,1529,2.0
962,1529,1.0
147,1530,-1.0
899,1530,1.0
946,1530,-1.0
952,1530,2.0
1225,1530,1.0
145,1531,-1.0
899,1531,1.0
946,1531,-1.0
952,1531,2.0
1228,1531,1.0
84,1532,-1.0
416,1532,1.0
794,1532,1.0
1290,1532,-1.0
86,1533,-1.0
417,1533,1.0
794,1533,1.0
1292,1533,-1.0
88,1534,-1.0
418,1534,1.0
794,1534,1.0
1294,1534,-1.0
90,1535,-1.0
419,1535,1.0
794,1535,1.0
1296,1535,-1.0
92,1536,-1.0
420,1536,1.0
794,1536,1.0
1298,1536,-1.0
94,1537,-1.0
421,1537,1.0
794,1537,1.0
1300,1537,-1.0
96,1538,-1.0
422,1538,1.0
794,1538,1.0
1302,1538,-1.0
98,1539,-1.0
416,1539,1.0
797,1539,1.0
1290,1539,-1.0
100,1540,-1.0
417,1540,1.0
797,1540,1.0
1292,1540,-1.0
102,1541,-1.0
418,1541,1.0
797,1541,1.0
1294,1541,-1.0
104,1542,-1.0
419,1542,1.0
797,1542,1.0
1296,1542,-1.0
106,1543,-1.0
420,1543,1.0
797,1543,1.0
1298,1543,-1.0
108,1544,-1.0
421,1544,1.0
797,1544,1.0
1300,1544,-1.0
110,1545,-1.0
422,1545,1.0
797,1545,1.0
1302,1545,-1.0
84,1546,-1.0
615,1546,1.0
794,1546,1.0
946,1546,-1.0
952,1546,1.0
86,1547,-1.0
794,1547,1.0
946,1547,-1.0
952,1547,1.0
1565,1547,1.0
88,1548,-1.0
794,1548,1.0
946,1548,-1.0
952,1548,1.0
1568,1548,1.0
90,1549,-1.0
794,1549,1.0
946,1549,-1.0
952,1549,1.0
959,1549,1.0
92,1550,-1.0
794,1550,1.0
946,1550,-1.0
952,1550,1.0
962,1550,1.0
94,1551,-1.0
794,1551,1.0
946,1551,-1.0
952,1551,1.0
1225,1551,1.0
96,1552,-1.0
794,1552,1.0
946,1552,-1.0
952,1552,1.0
1228,1552,1.0
98,1553,-1.0
615,1553,1.0
797,1553,1.0
946,1553,-1.0
952,1553,1.0
100,1554,-1.0
797,1554,1.0
946,1554,-1.0
952,1554,1.0
1565,1554,1.0
102,1555,-1.0
797,1555,1.0
946,1555,-1.0
952,1555,1.0
1568,1555,1.0
104,1556,-1.0
797,1556,1.0
946,1556,-1.0
952,1556,1.0
959,1556,1.0
106,1557,-1.0
797,1557,1.0
946,1557,-1.0
952,1557,1.0
962,1557,1.0
108,1558,-1.0
797,1558,1.0
946,1558,-1.0
952,1558,1.0
1225,1558,1.0
110,1559,-1.0
797,1559,1.0
946,1559,-1.0
952,1559,1.0
1228,1559,1.0
113,1560,1.0
952,1560,1.0
1185,1560,-1.0
1186,1560,1.0
1435,1560,-1.0
26,1561,1.0
529,1561,1.0
952,1561,-1.0
1068,1561,-1.0
400,1562,1.0
459,1562,-1.0
1068,1562,-1.0
1071,1562,1.0
1350,1562,1.0
1548,1562,-1.0
354,1563,1.0
459,1563,-1.0
946,1563,-1.0
952,1563,1.0
1068,1563,1.0
1070,1563,-1.0
1331,1563,1.0
952,1564,1.0
954,1564,-1.0
1068,1564,1.0
1070,1564,-1.0
952,1565,1.0
954,1565,-1.0
1068,1565,-1.0
1070,1565,1.0
1069,1566,-1.0
1070,1566,1.0
1072,1567,-1.0
1663,1567,1.0
952,1568,1.0
954,1568,-1.0
1072,1568,1.0
1074,1568,-1.0
1073,1569,-1.0
1074,1569,1.0
1045,1570,-1.0
1394,1570,1.0
1397,1570,-1.0
1398,1570,1.0
1045,1571,-1.0
1151,1571,1.0
1152,1571,-1.0
1394,1571,1.0
952,1572,1.0
954,1572,-1.0
1045,1572,1.0
1047,1572,-1.0
1046,1573,-1.0
1047,1573,1.0
716,1574,1.0
952,1574,1.0
1145,1574,-1.0
1183,1574,-1.0
1184,1574,1.0
293,1575,1.0
529,1575,1.0
952,1575,-1.0
1075,1575,-1.0
529,1576,1.0
1076,1576,-1.0
1183,1576,-1.0
1184,1576,1.0
1394,1576,1.0
952,1577,2.0
954,1577,-2.0
1076,1577,1.0
1078,1577,-1.0
1077,1578,-1.0
1078,1578,1.0
304,1579,-1.0
532,1579,1.0
887,1579,-1.0
946,1579,-1.0
952,1579,1.0
1079,1579,1.0
304,1580,-1.0
321,1580,1.0
532,1580,1.0
1084,1580,-1.0
354,1581,1.0
459,1581,-1.0
946,1581,-1.0
952,1581,1.0
1088,1581,1.0
1090,1581,-1.0
1331,1581,1.0
1089,1582,-1.0
1090,1582,1.0
354,1583,1.0
459,1583,-1.0
946,1583,-1.0
952,1583,1.0
1091,1583,1.0
1093,1583,-1.0
1331,1583,1.0
1092,1584,-1.0
1093,1584,1.0
354,1585,1.0
459,1585,-1.0
946,1585,-1.0
952,1585,1.0
1094,1585,1.0
1096,1585,-1.0
1331,1585,1.0
1095,1586,-1.0
1096,1586,1.0
354,1587,1.0
459,1587,-1.0
946,1587,-1.0
952,1587,1.0
1097,1587,1.0
1099,1587,-1.0
1331,1587,1.0
1098,1588,-1.0
1099,1588,1.0
354,1589,1.0
459,1589,-1.0
946,1589,-1.0
952,1589,1.0
1084,1589,1.0
1086,1589,-1.0
1331,1589,1.0
1083,1590,1.0
1086,1590,-1.0
1289,1590,-1.0
1394,1590,1.0
1085,1591,-1.0
1086,1591,1.0
952,1592,2.0
954,1592,-2.0
1079,1592,1.0
1081,1592,-1.0
952,1593,3.0
954,1593,-3.0
1079,1593,1.0
1081,1593,-1.0
1080,1594,-1.0
1081,1594,1.0
845,1595,-1.0
850,1595,1.0
952,1595,-1.0
1100,1595,-1.0
1331,1595,1.0
716,1596,1.0
1101,1596,-1.0
1101,1597,1.0
1103,1597,-1.0
1331,1597,-2.0
1333,1597,2.0
1102,1598,-1.0
1103,1598,1.0
778,1599,1.0
952,1599,1.0
1108,1599,-1.0
1183,1599,-1.0
1184,1599,1.0
1104,1600,1.0
1110,1600,-1.0
1289,1600,-1.0
1394,1600,1.0
1109,1601,-1.0
1110,1601,1.0
902,1602,1.0
946,1602,-1.0
1101,1602,1.0
1104,1602,-1.0
1101,1603,1.0
1107,1603,-1.0
1289,1603,-1.0
1394,1603,1.0
1106,1604,-1.0
1107,1604,1.0
140,1605,1.0
141,1605,-1.0
946,1605,1.0
1133,1606,-1.0
1394,1606,1.0
1465,1606,1.0
141,1607,1.0
532,1607,1.0
946,1607,-1.0
952,1607,1.0
1220,1607,-1.0
1347,1607,-1.0
278,1608,-1.0
532,1608,1.0
1075,1608,1.0
1082,1608,-1.0
570,1609,-1.0
952,1609,1.0
1114,1609,-1.0
1394,1609,1.0
1492,1609,1.0
377,1610,1.0
1168,1610,-1.0
1170,1610,1.0
383,1611,1.0
1168,1611,-1.0
1169,1611,1.0
377,1612,2.0
1167,1612,-1.0
1171,1612,1.0
377,1613,1.0
948,1613,-1.0
1163,1613,1.0
1170,1613,-1.0
377,1614,1.0
948,1614,-1.0
1164,1614,1.0
1171,1614,-1.0
377,1615,1.0
948,1615,-1.0
1166,1615,1.0
1168,1615,-1.0
377,1616,1.0
948,1616,-1.0
1161,1616,1.0
1166,1616,-1.0
377,1617,1.0
948,1617,-1.0
1160,1617,1.0
1165,1617,-1.0
948,1618,-1.0
1161,1618,1.0
1163,1618,-1.0
948,1619,-1.0
1159,1619,-1.0
1160,1619,1.0
948,1620,-1.0
1166,1620,1.0
1170,1620,-1.0
948,1621,-1.0
1162,1621,1.0
1164,1621,-1.0
952,1622,1.0
1079,1622,-1.0
1183,1622,-1.0
1184,1622,1.0
1220,1622,1.0
1079,1623,-1.0
1220,1623,1.0
1397,1623,-1.0
1398,1623,1.0
1079,1624,-1.0
1151,1624,1.0
1152,1624,-1.0
1220,1624,1.0
268,1625,-1.0
649,1625,1.0
946,1625,1.0
529,1626,1.0
1079,1626,-1.0
1183,1626,-1.0
1184,1626,1.0
1394,1626,1.0
529,1627,1.0
1079,1627,-1.0
1185,1627,-1.0
1186,1627,1.0
1394,1627,1.0
143,1628,-1.0
942,1628,1.0
946,1628,1.0
1183,1628,1.0
1184,1628,-1.0
143,1629,1.0
155,1629,-1.0
526,1629,1.0
952,1630,1.0
954,1630,-1.0
1111,1630,1.0
1113,1630,-1.0
952,1631,1.0
954,1631,-1.0
1111,1631,-1.0
1113,1631,1.0
1112,1632,-1.0
1113,1632,1.0
142,1633,-1.0
242,1633,1.0
563,1633,-1.0
952,1633,-1.0
1350,1633,1.0
397,1634,1.0
459,1634,-1.0
946,1634,-1.0
1118,1634,-1.0
1331,1634,1.0
1350,1634,1.0
354,1635,1.0
459,1635,-1.0
946,1635,-1.0
952,1635,1.0
1115,1635,1.0
1117,1635,-1.0
1331,1635,1.0
1116,1636,-1.0
1117,1636,1.0
943,1637,-1.0
946,1637,1.0
1118,1637,-1.0
1125,1637,1.0
943,1638,-1.0
946,1638,1.0
1118,1638,-1.0
1122,1638,1.0
270,1639,-1.0
952,1639,1.0
958,1639,-1.0
1118,1639,1.0
1503,1639,1.0
354,1640,1.0
459,1640,-1.0
946,1640,-1.0
952,1640,1.0
1125,1640,1.0
1127,1640,-1.0
1331,1640,1.0
1126,1641,-1.0
1127,1641,1.0
354,1642,1.0
459,1642,-1.0
946,1642,-1.0
952,1642,1.0
1122,1642,1.0
1124,1642,-1.0
1331,1642,1.0
1123,1643,-1.0
1124,1643,1.0
946,1644,1.0
1118,1644,1.0
1125,1644,-1.0
1531,1644,1.0
1532,1644,-1.0
946,1645,1.0
1118,1645,1.0
1122,1645,-1.0
1531,1645,1.0
1532,1645,-1.0
400,1646,1.0
459,1646,-1.0
1118,1646,-1.0
1128,1646,1.0
1350,1646,1.0
1549,1646,-1.0
354,1647,1.0
459,1647,-1.0
946,1647,-1.0
952,1647,1.0
1118,1647,1.0
1120,1647,-1.0
1331,1647,1.0
1119,1648,-1.0
1120,1648,1.0
952,1649,-2.0
954,1649,2.0
1129,1649,1.0
1131,1649,-1.0
1130,1650,-1.0
1131,1650,1.0
1129,1651,1.0
1131,1651,-1.0
354,1652,1.0
459,1652,-1.0
946,1652,-1.0
952,1652,1.0
1129,1652,1.0
1131,1652,-1.0
1331,1652,1.0
630,1653,-1.0
1156,1653,1.0
1331,1653,1.0
946,1654,-1.0
1019,1654,1.0
1132,1654,-1.0
1331,1654,1.0
140,1655,-1.0
946,1655,-1.0
1133,1655,1.0
1134,1656,-1.0
1135,1656,1.0
383,1657,1.0
948,1657,-1.0
1159,1657,1.0
1170,1657,-1.0
377,1658,1.0
948,1658,-1.0
1160,1658,1.0
1161,1658,-1.0
383,1659,1.0
948,1659,-1.0
1165,1659,1.0
1168,1659,-1.0
377,1660,1.0
948,1660,-1.0
1157,1660,1.0
1160,1660,-1.0
383,1661,1.0
948,1661,-1.0
1158,1661,1.0
1169,1661,-1.0
948,1662,-1.0
1157,1662,1.0
1158,1662,-1.0
948,1663,-1.0
1165,1663,1.0
1169,1663,-1.0
860,1664,1.0
946,1664,-1.0
1084,1664,1.0
1094,1664,-1.0
860,1665,1.0
946,1665,-1.0
1094,1665,1.0
1097,1665,-1.0
860,1666,1.0
946,1666,-1.0
1091,1666,-1.0
1097,1666,1.0
860,1667,1.0
946,1667,-1.0
1088,1667,-1.0
1091,1667,1.0
860,1668,1.0
946,1668,-1.0
1087,1668,-1.0
1088,1668,1.0
406,1669,2.0
1161,1669,-1.0
404,1670,1.0
406,1670,1.0
1160,1670,-1.0
404,1671,2.0
1157,1671,-1.0
406,1672,1.0
1162,1672,-1.0
1163,1672,1.0
787,1673,1.0
1091,1673,-1.0
1097,1673,1.0
1331,1673,-1.0
787,1674,1.0
1088,1674,-1.0
1091,1674,1.0
1331,1674,-1.0
787,1675,1.0
1087,1675,-1.0
1088,1675,1.0
1331,1675,-1.0
529,1676,1.0
952,1676,-1.0
1138,1676,-1.0
1347,1676,1.0
1137,1677,-1.0
1138,1677,1.0
952,1678,1.0
954,1678,-1.0
1139,1678,1.0
1141,1678,-1.0
1140,1679,-1.0
1141,1679,1.0
1137,1680,1.0
1468,1680,-1.0
952,1681,1.0
954,1681,-1.0
1142,1681,-1.0
1144,1681,1.0
1142,1682,1.0
1144,1682,-1.0
946,1683,-1.0
1101,1683,-1.0
1105,1683,1.0
1331,1683,1.0
1145,1684,1.0
1147,1684,-1.0
1289,1684,-1.0
1394,1684,1.0
1146,1685,-1.0
1147,1685,1.0
120,1686,1.0
946,1686,1.0
1108,1686,-1.0
952,1687,1.0
954,1687,-1.0
1142,1687,1.0
1144,1687,-1.0
1143,1688,-1.0
1144,1688,1.0
515,1689,-1.0
526,1689,1.0
952,1689,1.0
1040,1689,1.0
1064,1689,-1.0
515,1690,-1.0
526,1690,1.0
952,1690,1.0
1034,1690,1.0
1040,1690,-1.0
515,1691,-1.0
526,1691,1.0
952,1691,1.0
1041,1691,1.0
1328,1691,-1.0
354,1692,1.0
459,1692,-1.0
946,1692,-1.0
952,1692,1.0
1148,1692,1.0
1150,1692,-1.0
1331,1692,1.0
1149,1693,-1.0
1150,1693,1.0
127,1694,1.0
207,1694,-1.0
946,1694,-1.0
1136,1694,-1.0
1503,1694,1.0
952,1695,2.0
1168,1695,1.0
1588,1695,-2.0
1599,1695,2.0
952,1696,1.0
1167,1696,1.0
1168,1696,-1.0
1588,1696,-1.0
1599,1696,1.0
354,1697,1.0
459,1697,-1.0
946,1697,-1.0
952,1697,1.0
1153,1697,1.0
1155,1697,-1.0
1331,1697,1.0
1154,1698,-1.0
1155,1698,1.0
269,1699,-1.0
271,1699,1.0
343,1699,1.0
946,1699,-1.0
1,1700,1.0
946,1700,-1.0
952,1700,1.0
1121,1700,-1.0
1121,1701,1.0
1136,1701,-1.0
1185,1701,-1.0
1186,1701,1.0
270,1702,1.0
952,1702,-2.0
1136,1702,-1.0
1183,1702,1.0
1184,1702,-1.0
267,1703,-1.0
268,1703,1.0
267,1704,1.0
271,1704,-1.0
354,1704,1.0
459,1704,-1.0
952,1704,1.0
288,1705,-1.0
721,1705,1.0
943,1705,1.0
946,1705,-1.0
1214,1705,-1.0
1558,1705,1.0
1174,1706,-1.0
1175,1706,1.0
1173,1707,1.0
1175,1707,-1.0
294,1708,1.0
307,1708,-1.0
880,1708,1.0
946,1708,-1.0
1181,1709,-1.0
1182,1709,1.0
1180,1710,1.0
1182,1710,-1.0
400,1711,1.0
946,1711,-1.0
952,1711,2.0
1183,1711,-1.0
1195,1711,1.0
952,1712,-1.0
1151,1712,1.0
1152,1712,-1.0
1183,1712,1.0
1184,1712,-1.0
952,1713,-4.0
954,1713,3.0
1183,1713,1.0
1184,1713,-1.0
1397,1713,-1.0
1398,1713,1.0
952,1714,-4.0
954,1714,3.0
1151,1714,1.0
1152,1714,-1.0
1183,1714,1.0
1184,1714,-1.0
128,1715,-1.0
129,1715,1.0
952,1715,-4.0
954,1715,3.0
1183,1715,1.0
1184,1715,-1.0
952,1716,-1.0
1183,1716,1.0
1184,1716,-1.0
1397,1716,-1.0
1398,1716,1.0
128,1717,-1.0
129,1717,1.0
952,1717,-1.0
1183,1717,1.0
1184,1717,-1.0
354,1718,1.0
459,1718,-1.0
952,1718,1.0
1183,1718,-1.0
1185,1718,1.0
358,1719,1.0
946,1719,-1.0
952,1719,1.0
1183,1719,-1.0
1187,1719,1.0
952,1720,-1.0
1185,1720,1.0
1186,1720,-1.0
1397,1720,-1.0
1398,1720,1.0
952,1721,-1.0
1151,1721,1.0
1152,1721,-1.0
1185,1721,1.0
1186,1721,-1.0
128,1722,-1.0
129,1722,1.0
952,1722,-1.0
1185,1722,1.0
1186,1722,-1.0
946,1723,-1.0
1183,1723,1.0
1185,1723,-1.0
1331,1723,1.0
400,1724,1.0
459,1724,-1.0
659,1724,-1.0
952,1724,1.0
1183,1724,1.0
1188,1724,-1.0
1350,1724,1.0
1183,1725,-1.0
1184,1725,1.0
1185,1725,1.0
1186,1725,-1.0
354,1726,1.0
459,1726,-1.0
946,1726,-1.0
1180,1726,-1.0
1194,1726,1.0
1331,1726,1.0
1350,1726,1.0
1372,1726,-1.0
952,1727,3.0
954,1727,-3.0
1177,1727,-2.0
1179,1727,2.0
952,1728,2.0
954,1728,-2.0
1177,1728,-1.0
1179,1728,1.0
952,1729,1.0
954,1729,-1.0
1177,1729,-1.0
1179,1729,1.0
1178,1730,-1.0
1179,1730,1.0
354,1731,1.0
459,1731,-1.0
845,1731,-1.0
932,1731,1.0
354,1732,1.0
459,1732,-1.0
1606,1732,-1.0
1641,1732,1.0
354,1733,1.0
459,1733,-1.0
493,1733,-1.0
563,1733,1.0
354,1734,1.0
459,1734,-1.0
677,1734,-1.0
683,1734,1.0
354,1735,1.0
459,1735,-1.0
619,1735,-1.0
626,1735,1.0
354,1736,1.0
459,1736,-1.0
684,1736,-1.0
691,1736,1.0
354,1737,1.0
459,1737,-1.0
605,1737,-1.0
609,1737,1.0
354,1738,1.0
459,1738,-1.0
591,1738,-1.0
596,1738,1.0
1189,1739,-1.0
1190,1739,1.0
1188,1740,1.0
1190,1740,-1.0
946,1741,1.0
952,1741,-1.0
1173,1741,1.0
1183,1741,1.0
1184,1741,-1.0
1204,1741,-2.0
354,1742,1.0
459,1742,-1.0
946,1742,-1.0
952,1742,1.0
1191,1742,-1.0
1193,1742,1.0
1331,1742,1.0
952,1743,1.0
954,1743,-1.0
1191,1743,-1.0
1193,1743,1.0
1192,1744,-1.0
1193,1744,1.0
1191,1745,1.0
1193,1745,-1.0
354,1746,1.0
459,1746,-1.0
946,1746,-1.0
952,1746,1.0
1191,1746,1.0
1193,1746,-1.0
1331,1746,1.0
459,1747,-1.0
952,1747,-1.0
1183,1747,1.0
1195,1747,-1.0
1350,1747,1.0
946,1748,-1.0
1188,1748,1.0
1194,1748,1.0
1195,1748,-1.0
946,1749,-1.0
952,1749,1.0
1187,1749,1.0
1195,1749,-1.0
1402,1749,1.0
1195,1750,1.0
1197,1750,-1.0
946,1751,-1.0
952,1751,1.0
1187,1751,1.0
1197,1751,-1.0
1402,1751,1.0
1196,1752,-1.0
1197,1752,1.0
946,1753,-1.0
1180,1753,1.0
1187,1753,-1.0
1188,1753,1.0
459,1754,-1.0
659,1754,1.0
952,1754,-1.0
1194,1754,-1.0
1350,1754,1.0
272,1755,1.0
650,1755,-1.0
952,1755,1.0
1180,1755,1.0
1194,1755,-1.0
529,1756,1.0
952,1756,-2.0
1194,1756,1.0
1350,1756,1.0
1372,1756,-1.0
1399,1756,-1.0
952,1757,1.0
954,1757,-1.0
1198,1757,1.0
1200,1757,-1.0
1199,1758,-1.0
1200,1758,1.0
948,1759,1.0
1200,1759,1.0
1203,1759,-1.0
1397,1759,1.0
1398,1759,-1.0
946,1760,1.0
952,1760,-2.0
954,1760,2.0
1198,1760,1.0
1201,1760,-1.0
1397,1760,1.0
1398,1760,-1.0
948,1761,1.0
1151,1761,-1.0
1152,1761,1.0
1200,1761,1.0
1203,1761,-1.0
946,1762,1.0
952,1762,-2.0
954,1762,2.0
1151,1762,-1.0
1152,1762,1.0
1198,1762,1.0
1201,1762,-1.0
1198,1763,-1.0
1200,1763,1.0
1201,1763,1.0
1203,1763,-1.0
1202,1764,-1.0
1203,1764,1.0
952,1765,1.0
1183,1765,1.0
1184,1765,-1.0
1201,1765,2.0
1204,1765,-2.0
1214,1765,-2.0
952,1766,1.0
1185,1766,1.0
1186,1766,-1.0
1201,1766,2.0
1204,1766,-2.0
1214,1766,-2.0
1205,1767,-1.0
1206,1767,1.0
1204,1768,1.0
1206,1768,-1.0
532,1769,1.0
634,1769,1.0
1427,1769,-1.0
685,1770,-1.0
688,1770,1.0
946,1770,-1.0
1331,1770,1.0
946,1771,-1.0
1331,1771,1.0
1650,1771,-1.0
1654,1771,1.0
948,1772,-1.0
1333,1772,1.0
1652,1772,-1.0
1656,1772,1.0
946,1773,-1.0
1013,1773,-1.0
1022,1773,1.0
1331,1773,1.0
948,1774,-1.0
1015,1774,-1.0
1024,1774,1.0
1333,1774,1.0
642,1775,-1.0
645,1775,1.0
946,1775,-1.0
1331,1775,1.0
644,1776,-1.0
647,1776,1.0
948,1776,-1.0
1333,1776,1.0
687,1777,-1.0
690,1777,1.0
948,1777,-1.0
1333,1777,1.0
946,1778,-1.0
1331,1778,1.0
1622,1778,-1.0
1638,1778,1.0
948,1779,-1.0
1333,1779,1.0
1624,1779,-1.0
1640,1779,1.0
606,1780,-1.0
610,1780,1.0
946,1780,-1.0
1331,1780,1.0
608,1781,-1.0
612,1781,1.0
948,1781,-1.0
1333,1781,1.0
526,1782,-1.0
584,1782,1.0
946,1782,-1.0
1331,1782,1.0
528,1783,-1.0
586,1783,1.0
948,1783,-1.0
1333,1783,1.0
680,1784,-1.0
946,1784,-1.0
1331,1784,1.0
1518,1784,1.0
682,1785,-1.0
948,1785,-1.0
1333,1785,1.0
1520,1785,1.0
587,1786,1.0
592,1786,-1.0
946,1786,-1.0
1331,1786,1.0
589,1787,1.0
594,1787,-1.0
948,1787,-1.0
1333,1787,1.0
346,1788,1.0
400,1788,-1.0
946,1788,-1.0
1331,1788,1.0
348,1789,1.0
402,1789,-1.0
948,1789,-1.0
1333,1789,1.0
620,1790,-1.0
623,1790,1.0
946,1790,-1.0
1331,1790,1.0
622,1791,-1.0
625,1791,1.0
948,1791,-1.0
1333,1791,1.0
916,1792,-1.0
923,1792,1.0
946,1792,-1.0
1331,1792,1.0
918,1793,-1.0
925,1793,1.0
948,1793,-1.0
1333,1793,1.0
354,1794,1.0
459,1794,-1.0
946,1794,-1.0
952,1794,1.0
1331,1794,1.0
946,1795,-1.0
952,1795,1.0
1007,1795,1.0
1029,1795,-1.0
1331,1795,1.0
641,1796,1.0
648,1796,-1.0
946,1796,-1.0
952,1796,1.0
1331,1796,1.0
946,1797,-1.0
952,1797,1.0
1331,1797,1.0
1649,1797,1.0
1653,1797,-1.0
845,1798,1.0
932,1798,-1.0
946,1798,-1.0
952,1798,1.0
1331,1798,1.0
847,1799,1.0
934,1799,-1.0
948,1799,-1.0
954,1799,1.0
1333,1799,1.0
493,1800,1.0
563,1800,-1.0
946,1800,-1.0
952,1800,1.0
1331,1800,1.0
620,1801,1.0
626,1801,-1.0
946,1801,-1.0
952,1801,1.0
1350,1801,1.0
642,1802,1.0
648,1802,-1.0
946,1802,-1.0
952,1802,1.0
1350,1802,1.0
946,1803,-1.0
952,1803,1.0
1350,1803,1.0
1650,1803,1.0
1653,1803,-1.0
916,1804,1.0
932,1804,-1.0
946,1804,-1.0
952,1804,1.0
1350,1804,1.0
606,1805,1.0
609,1805,-1.0
946,1805,-1.0
952,1805,1.0
1350,1805,1.0
526,1806,1.0
563,1806,-1.0
946,1806,-1.0
952,1806,1.0
1350,1806,1.0
592,1807,1.0
596,1807,-1.0
946,1807,-1.0
952,1807,1.0
1350,1807,1.0
400,1808,1.0
459,1808,-1.0
946,1808,-1.0
952,1808,1.0
1350,1808,1.0
680,1809,1.0
683,1809,-1.0
946,1809,-1.0
952,1809,1.0
1350,1809,1.0
946,1810,-1.0
952,1810,1.0
1350,1810,1.0
1622,1810,1.0
1641,1810,-1.0
946,1811,-1.0
952,1811,1.0
1013,1811,1.0
1029,1811,-1.0
1350,1811,1.0
623,1812,1.0
626,1812,-1.0
946,1812,-1.0
1353,1812,1.0
923,1813,1.0
932,1813,-1.0
946,1813,-1.0
1353,1813,1.0
946,1814,2.0
952,1814,-5.0
1183,1814,3.0
1184,1814,-3.0
1188,1814,1.0
1198,1814,-1.0
948,1815,2.0
954,1815,-2.0
1190,1815,1.0
1200,1815,-1.0
1397,1815,3.0
