i,k,s,rxn,met
286,2549,-1.0,PE_CHOtm,pe_cho_c
942,2549,1.0,PE_CHOtm,pe_cho_m
285,2550,-1.0,PEt_cho,pe_cho_e
286,2550,1.0,PEt_cho,pe_cho_c
13,2551,-1.0,PGPP_cho,h2o_c
53,2551,1.0,PGPP_cho,pi_c
1395,2551,1.0,PGPP_cho,pglyc_cho_c
1683,2551,-1.0,PGPP_cho,pgp_cho_c
119,2552,1.0,PHEATB0tc,phe_L_c
142,2552,-2.0,PHEATB0tc,na1_e
144,2552,2.0,PHEATB0tc,na1_c
176,2552,-1.0,PHEATB0tc,phe_L_e
202,2552,-1.0,PHEATB0tc,cl_e
203,2552,1.0,PHEATB0tc,cl_c
287,2553,1.0,PHEMEtm,pheme_c
1555,2553,-1.0,PHEMEtm,pheme_m
8,2554,1.0,PHEyLATthc,h_c
119,2554,1.0,PHEyLATthc,phe_L_c
141,2554,-1.0,PHEyLATthc,h_e
172,2554,1.0,PHEyLATthc,arg_L_e
173,2554,-1.0,PHEyLATthc,arg_L_c
176,2554,-1.0,PHEyLATthc,phe_L_e
8,2555,1.0,PHYQt,h_c
13,2555,-1.0,PHYQt,h2o_c
50,2555,-1.0,PHYQt,atp_c
52,2555,1.0,PHYQt,adp_c
53,2555,1.0,PHYQt,pi_c
1877,2555,-1.0,PHYQt,phyQ_e
1914,2555,1.0,PHYQt,phyQ_c
355,2556,-1.0,PI345P5Pn_cho,h2o_n
996,2556,1.0,PI345P5Pn_cho,pail34p_cho_n
998,2556,1.0,PI345P5Pn_cho,pi_n
1684,2556,-1.0,PI345P5Pn_cho,pail345p_cho_n
355,2557,-1.0,PI34P4Pn_cho,h2o_n
996,2557,-1.0,PI34P4Pn_cho,pail34p_cho_n
998,2557,1.0,PI34P4Pn_cho,pi_n
999,2557,1.0,PI34P4Pn_cho,pail3p_cho_n
354,2558,1.0,PI34P5Kn_cho,h_n
611,2558,-1.0,PI34P5Kn_cho,atp_n
613,2558,1.0,PI34P5Kn_cho,adp_n
996,2558,-1.0,PI34P5Kn_cho,pail34p_cho_n
1684,2558,1.0,PI34P5Kn_cho,pail345p_cho_n
354,2559,1.0,PI3P4Kn_cho,h_n
611,2559,-1.0,PI3P4Kn_cho,atp_n
613,2559,1.0,PI3P4Kn_cho,adp_n
996,2559,1.0,PI3P4Kn_cho,pail34p_cho_n
999,2559,-1.0,PI3P4Kn_cho,pail3p_cho_n
354,2560,1.0,PI45P3Kn_cho,h_n
611,2560,-1.0,PI45P3Kn_cho,atp_n
613,2560,1.0,PI45P3Kn_cho,adp_n
1002,2560,-1.0,PI45P3Kn_cho,pail45p_cho_n
1684,2560,1.0,PI45P3Kn_cho,pail345p_cho_n
13,2561,-1.0,PI45P4P_cho,h2o_c
53,2561,1.0,PI45P4P_cho,pi_c
946,2561,-1.0,PI45P4P_cho,pail45p_cho_c
1003,2561,1.0,PI45P4P_cho,pail5p_cho_c
355,2562,-1.0,PI45P5Pn_cho,h2o_n
997,2562,1.0,PI45P5Pn_cho,pail4p_cho_n
998,2562,1.0,PI45P5Pn_cho,pi_n
1002,2562,-1.0,PI45P5Pn_cho,pail45p_cho_n
354,2563,1.0,PI4P3Kn_cho,h_n
611,2563,-1.0,PI4P3Kn_cho,atp_n
613,2563,1.0,PI4P3Kn_cho,adp_n
996,2563,1.0,PI4P3Kn_cho,pail34p_cho_n
997,2563,-1.0,PI4P3Kn_cho,pail4p_cho_n
354,2564,1.0,PI4P5Kn_cho,h_n
611,2564,-1.0,PI4P5Kn_cho,atp_n
613,2564,1.0,PI4P5Kn_cho,adp_n
997,2564,-1.0,PI4P5Kn_cho,pail4p_cho_n
1002,2564,1.0,PI4P5Kn_cho,pail45p_cho_n
13,2565,-1.0,PI4PP_cho,h2o_c
53,2565,1.0,PI4PP_cho,pi_c
603,2565,1.0,PI4PP_cho,pail_cho_c
945,2565,-1.0,PI4PP_cho,pail4p_cho_c
354,2566,1.0,PI5P4Kn_cho,h_n
611,2566,-1.0,PI5P4Kn_cho,atp_n
612,2566,-1.0,PI5P4Kn_cho,pail5p_cho_n
613,2566,1.0,PI5P4Kn_cho,adp_n
1002,2566,1.0,PI5P4Kn_cho,pail45p_cho_n
354,2567,1.0,PIK3n_cho,h_n
611,2567,-1.0,PIK3n_cho,atp_n
613,2567,1.0,PIK3n_cho,adp_n
999,2567,1.0,PIK3n_cho,pail3p_cho_n
1000,2567,-1.0,PIK3n_cho,pail_cho_n
354,2568,1.0,PIK4n_cho,h_n
611,2568,-1.0,PIK4n_cho,atp_n
613,2568,1.0,PIK4n_cho,adp_n
997,2568,1.0,PIK4n_cho,pail4p_cho_n
1000,2568,-1.0,PIK4n_cho,pail_cho_n
354,2569,1.0,PIK5n_cho,h_n
611,2569,-1.0,PIK5n_cho,atp_n
612,2569,1.0,PIK5n_cho,pail5p_cho_n
613,2569,1.0,PIK5n_cho,adp_n
1000,2569,-1.0,PIK5n_cho,pail_cho_n
53,2570,1.0,PIter,pi_c
657,2570,-1.0,PIter,pi_r
53,2571,1.0,PItg,pi_c
886,2571,-1.0,PItg,pi_g
53,2572,1.0,PItn,pi_c
998,2572,-1.0,PItn,pi_n
53,2573,-1.0,PItx,pi_c
1367,2573,1.0,PItx,pi_x
419,2574,-1.0,PMTCOAFABP1tc,pmtcoa_c
1830,2574,1.0,PMTCOAFABP1tc,pmtcoa_r
419,2575,-1.0,PMTCOAtx,pmtcoa_c
1161,2575,1.0,PMTCOAtx,pmtcoa_x
197,2576,-1.0,PNTEHe,h2o_e
289,2576,1.0,PNTEHe,pnto_R_e
1820,2576,1.0,PNTEHe,cysam_e
1883,2576,-1.0,PNTEHe,ptth_e
289,2577,-1.0,PNTOte,pnto_R_e
290,2577,1.0,PNTOte,pnto_R_c
127,2578,1.0,PPAt,ppa_c
1878,2578,-1.0,PPAt,ppa_e
127,2579,-1.0,PPAtm,ppa_c
129,2579,1.0,PPAtm,ppa_m
55,2580,1.0,PPD2CSPp,h2o_x
1769,2580,1.0,PPD2CSPp,1pipdn2c_x
1908,2580,-1.0,PPD2CSPp,6a2ohxnt_x
132,2581,1.0,PPItm,ppi_m
136,2581,-1.0,PPItm,ppi_c
136,2582,-1.0,PPItr,ppi_c
387,2582,1.0,PPItr,ppi_r
136,2583,-1.0,PPItx,ppi_c
891,2583,1.0,PPItx,ppi_x
991,2584,-1.0,PPMI12346Ptn,ppmi12346p_c
993,2584,1.0,PPMI12346Ptn,ppmi12346p_n
1519,2585,-1.0,PPPG9tm,pppg9_c
1690,2585,1.0,PPPG9tm,pppg9_m
701,2586,-1.0,PRGNLONEtm,prgnlone_c
705,2586,1.0,PRGNLONEtm,prgnlone_m
701,2587,-1.0,PRGNLONEtr,prgnlone_c
702,2587,1.0,PRGNLONEtr,prgnlone_r
1167,2588,1.0,PRISTANALtx,pristanal_c
1745,2588,-1.0,PRISTANALtx,pristanal_x
8,2589,1.0,PRISTCOAtcx,h_c
13,2589,-1.0,PRISTCOAtcx,h2o_c
50,2589,-1.0,PRISTCOAtcx,atp_c
52,2589,1.0,PRISTCOAtcx,adp_c
53,2589,1.0,PRISTCOAtcx,pi_c
1203,2589,-1.0,PRISTCOAtcx,pristcoa_c
1243,2589,1.0,PRISTCOAtcx,pristcoa_x
1203,2590,1.0,PRISTCOAtx,pristcoa_c
1243,2590,-1.0,PRISTCOAtx,pristcoa_x
1168,2591,1.0,PRISTtx,prist_c
1244,2591,-1.0,PRISTtx,prist_x
291,2592,1.0,PRO_Dtde,pro_D_e
292,2592,-1.0,PRO_Dtde,pro_D_c
6,2593,1.0,PROIMINOtc,pro_L_c
142,2593,-2.0,PROIMINOtc,na1_e
144,2593,2.0,PROIMINOtc,na1_c
183,2593,-1.0,PROIMINOtc,pro_L_e
202,2593,-1.0,PROIMINOtc,cl_e
203,2593,1.0,PROIMINOtc,cl_c
51,2594,-1.0,PROSTGH2t,hco3_c
143,2594,1.0,PROSTGH2t,hco3_e
882,2594,1.0,PROSTGH2t,prostgh2_c
1880,2594,-1.0,PROSTGH2t,prostgh2_e
51,2595,-1.0,PROSTGI2t,hco3_c
143,2595,1.0,PROSTGI2t,hco3_e
1881,2595,-1.0,PROSTGI2t,prostgi2_e
1915,2595,1.0,PROSTGI2t,prostgi2_c
6,2596,-1.0,PROtm,pro_L_c
779,2596,1.0,PROtm,pro_L_m
301,2597,-1.0,PSt3_cho,ps_cho_e
302,2597,1.0,PSt3_cho,ps_cho_c
141,2598,-1.0,PTPATe,h_e
1012,2598,-1.0,PTPATe,atp_e
1831,2598,1.0,PTPATe,dpcoa_e
1832,2598,-1.0,PTPATe,pan4p_e
1879,2598,1.0,PTPATe,ppi_e
1779,2599,-1.0,PVD3,7dhchsterol_c
1906,2599,1.0,PVD3,pd3_c
1337,2600,1.0,q10h2tc,q10h2_c
1351,2600,-1.0,q10h2tc,q10h2_m
1336,2601,-1.0,q10tm,q10_c
1353,2601,1.0,q10tm,q10_m
35,2602,-1.0,R_group_phosphotase_1,coa_c
50,2602,-1.0,R_group_phosphotase_1,atp_c
135,2602,1.0,R_group_phosphotase_1,amp_c
136,2602,1.0,R_group_phosphotase_1,ppi_c
399,2602,1.0,R_group_phosphotase_1,Rtotalcoa_c
675,2602,-1.0,R_group_phosphotase_1,Rtotal_c
35,2603,-1.0,R_group_phosphotase_2,coa_c
50,2603,-1.0,R_group_phosphotase_2,atp_c
135,2603,1.0,R_group_phosphotase_2,amp_c
136,2603,1.0,R_group_phosphotase_2,ppi_c
727,2603,1.0,R_group_phosphotase_2,Rtotal2coa_c
737,2603,-1.0,R_group_phosphotase_2,Rtotal2_c
35,2604,-1.0,R_group_phosphotase_3,coa_c
50,2604,-1.0,R_group_phosphotase_3,atp_c
135,2604,1.0,R_group_phosphotase_3,amp_c
136,2604,1.0,R_group_phosphotase_3,ppi_c
729,2604,1.0,R_group_phosphotase_3,Rtotal3coa_c
735,2604,-1.0,R_group_phosphotase_3,Rtotal3_c
207,2605,-1.0,r0002,crn_c
1176,2605,1.0,r0002,crn_r
7,2606,-1.0,r0021,nad_c
8,2606,1.0,r0021,h_c
10,2606,1.0,r0021,nadh_c
347,2606,-2.0,r0021,gthrd_c
348,2606,1.0,r0021,gthox_c
8,2607,1.0,r0027,h_c
11,2607,-1.0,r0027,nadp_c
12,2607,1.0,r0027,nadph_c
164,2607,-2.0,r0027,cys_L_c
211,2607,1.0,r0027,Lcystin_c
8,2608,1.0,r0028,h_c
13,2608,-1.0,r0028,h2o_c
52,2608,-1.0,r0028,adp_c
53,2608,1.0,r0028,pi_c
135,2608,1.0,r0028,amp_c
43,2609,1.0,r0033,h_m
130,2609,1.0,r0033,coa_m
131,2609,-1.0,r0033,atp_m
608,2609,1.0,r0033,adp_m
1916,2609,-1.0,r0033,dpcoa_m
46,2610,-1.0,r0047,h2o_m
134,2610,-1.0,r0047,amp_m
855,2610,1.0,r0047,pi_m
1483,2610,1.0,r0047,adn_m
43,2611,1.0,r0062,h_m
46,2611,-1.0,r0062,h2o_m
130,2611,1.0,r0062,coa_m
402,2611,-1.0,r0062,accoa_m
712,2611,1.0,r0062,ac_m
8,2612,1.0,r0068,h_c
35,2612,-1.0,r0068,coa_c
49,2612,1.0,r0068,accoa_c
135,2612,1.0,r0068,amp_c
1917,2612,-1.0,r0068,HC01672_c
123,2613,-1.0,r0081,akg_m
124,2613,1.0,r0081,glu_L_m
769,2613,1.0,r0081,pyr_m
857,2613,-1.0,r0081,ala_L_m
8,2614,-1.0,r0082,h_c
37,2614,1.0,r0082,co2_c
120,2614,1.0,r0082,akg_c
1918,2614,-1.0,r0082,HC01434_c
8,2615,-1.0,r0097,h_c
50,2615,-1.0,r0097,atp_c
136,2615,1.0,r0097,ppi_c
156,2615,-1.0,r0097,ac_c
1917,2615,1.0,r0097,HC01672_c
8,2616,1.0,r0119,h_c
13,2616,-1.0,r0119,h2o_c
136,2616,1.0,r0119,ppi_c
451,2616,-1.0,r0119,gtp_c
722,2616,1.0,r0119,gmp_c
8,2617,-1.0,r0122,h_c
91,2617,-1.0,r0122,gdp_c
304,2617,1.0,r0122,pyr_c
451,2617,1.0,r0122,gtp_c
634,2617,-1.0,r0122,pep_c
141,2618,1.0,r0139,h_e
197,2618,-1.0,r0139,h2o_e
288,2618,1.0,r0139,pi_e
1046,2618,1.0,r0139,cmp_e
1836,2618,-1.0,r0139,cdp_e
46,2619,-1.0,r0142,h2o_m
370,2619,-1.0,r0142,o2_m
762,2619,1.0,r0142,h2o2_m
1329,2619,-1.0,r0142,so3_m
1583,2619,1.0,r0142,so4_m
8,2620,-1.0,r0153,h_c
304,2620,1.0,r0153,pyr_c
500,2620,1.0,r0153,ctp_c
502,2620,-1.0,r0153,cdp_c
634,2620,-1.0,r0153,pep_c
147,2621,1.0,r0156,ala_L_c
166,2621,-1.0,r0156,gln_L_c
304,2621,-1.0,r0156,pyr_c
860,2621,1.0,r0156,HC00591_c
769,2622,-1.0,r0157,pyr_m
857,2622,1.0,r0157,ala_L_m
1394,2622,1.0,r0157,HC00591_m
1619,2622,-1.0,r0157,gln_L_m
43,2623,-1.0,r0163,h_m
123,2623,-1.0,r0163,akg_m
342,2623,1.0,r0163,co2_m
1920,2623,-1.0,r0163,thmpp_m
1921,2623,1.0,r0163,HC01435_m
8,2624,-1.0,r0165,h_c
304,2624,1.0,r0165,pyr_c
455,2624,1.0,r0165,utp_c
556,2624,-1.0,r0165,udp_c
634,2624,-1.0,r0165,pep_c
141,2625,1.0,r0166,h_e
197,2625,-1.0,r0166,h2o_e
1038,2625,1.0,r0166,ump_e
1040,2625,-1.0,r0166,utp_e
1879,2625,1.0,r0166,ppi_e
56,2626,1.0,r0173,h_x
376,2626,-1.0,r0173,nad_x
377,2626,1.0,r0173,nadh_x
1486,2626,1.0,r0173,pyr_x
1903,2626,-1.0,r0173,lac_L_x
43,2627,2.0,r0179,h_m
45,2627,1.0,r0179,nadph_m
46,2627,-1.0,r0179,h2o_m
48,2627,-1.0,r0179,nadp_m
853,2627,1.0,r0179,succ_m
1472,2627,-1.0,r0179,sucsal_m
4,2628,1.0,r0186,nh4_c
13,2628,-1.0,r0186,h2o_c
53,2628,1.0,r0186,pi_c
797,2628,1.0,r0186,acald_c
927,2628,-1.0,r0186,ethamp_c
8,2629,1.0,r0191,h_c
455,2629,-1.0,r0191,utp_c
556,2629,1.0,r0191,udp_c
786,2629,-1.0,r0191,f6p_c
1274,2629,1.0,r0191,fdp_c
4,2630,1.0,r0193,nh4_c
8,2630,1.0,r0193,h_c
13,2630,-1.0,r0193,h2o_c
164,2630,-1.0,r0193,cys_L_c
304,2630,1.0,r0193,pyr_c
818,2630,1.0,r0193,HC00250_c
56,2631,1.0,r0202,h_x
376,2631,-1.0,r0202,nad_x
377,2631,1.0,r0202,nadh_x
731,2631,1.0,r0202,dhap_x
1900,2631,-1.0,r0202,glyc3p_x
8,2632,2.0,r0220,h_c
35,2632,-1.0,r0220,coa_c
128,2632,1.0,r0220,ppcoa_c
135,2632,1.0,r0220,amp_c
1922,2632,-1.0,r0220,HC01668_c
43,2633,2.0,r0221,h_m
130,2633,-1.0,r0221,coa_m
133,2633,1.0,r0221,ppcoa_m
134,2633,1.0,r0221,amp_m
1923,2633,-1.0,r0221,HC01668_m
7,2634,1.0,r0224,nad_c
8,2634,-1.0,r0224,h_c
10,2634,-1.0,r0224,nadh_c
896,2634,1.0,r0224,thf_c
1536,2634,-1.0,r0224,dhf_c
43,2635,-1.0,r0226,h_m
45,2635,-1.0,r0226,nadph_m
48,2635,1.0,r0226,nadp_m
793,2635,1.0,r0226,thf_m
1719,2635,-1.0,r0226,dhf_m
7,2636,-1.0,r0236,nad_c
8,2636,1.0,r0236,h_c
10,2636,1.0,r0236,nadh_c
334,2636,1.0,r0236,ura_c
1060,2636,-1.0,r0236,56dura_c
1901,2637,1.0,r0249,ru5p_D_r
1924,2637,-1.0,r0249,r5p_r
8,2638,-1.0,r0280,h_c
304,2638,1.0,r0280,pyr_c
634,2638,-1.0,r0280,pep_c
1005,2638,1.0,r0280,datp_c
1006,2638,-1.0,r0280,dadp_c
8,2639,1.0,r0283,h_c
50,2639,-1.0,r0283,atp_c
135,2639,1.0,r0283,amp_c
136,2639,1.0,r0283,ppi_c
257,2639,-1.0,r0283,his_L_c
1105,2639,-1.0,r0283,ala_B_c
1106,2639,1.0,r0283,carn_c
4,2640,-1.0,r0301,nh4_c
8,2640,2.0,r0301,h_c
50,2640,-1.0,r0301,atp_c
135,2640,1.0,r0301,amp_c
136,2640,1.0,r0301,ppi_c
722,2640,1.0,r0301,gmp_c
1034,2640,-1.0,r0301,xmp_c
55,2641,1.0,r0308,h2o_x
56,2641,-1.0,r0308,h_x
57,2641,-1.0,r0308,coa_x
1424,2641,1.0,r0308,arachdcoa_x
1925,2641,-1.0,r0308,arachd_x
385,2642,-1.0,r0311,coa_r
386,2642,-1.0,r0311,atp_r
387,2642,1.0,r0311,ppi_r
388,2642,1.0,r0311,amp_r
594,2642,-1.0,r0311,hdca_r
1830,2642,1.0,r0311,pmtcoa_r
46,2643,1.0,r0317,h2o_m
1150,2643,-1.0,r0317,cit_m
1926,2643,1.0,r0317,HC00342_m
8,2644,-1.0,r0318,h_c
50,2644,-1.0,r0318,atp_c
127,2644,-1.0,r0318,ppa_c
136,2644,1.0,r0318,ppi_c
1922,2644,1.0,r0318,HC01668_c
43,2645,-1.0,r0319,h_m
129,2645,-1.0,r0319,ppa_m
131,2645,-1.0,r0319,atp_m
132,2645,1.0,r0319,ppi_m
1923,2645,1.0,r0319,HC01668_m
130,2646,-1.0,r0321,coa_m
131,2646,-1.0,r0321,atp_m
132,2646,1.0,r0321,ppi_m
134,2646,1.0,r0321,amp_m
403,2646,-1.0,r0321,acac_m
852,2646,1.0,r0321,aacoa_m
7,2647,1.0,r0330,nad_c
8,2647,-1.0,r0330,h_c
10,2647,-1.0,r0330,nadh_c
327,2647,-1.0,r0330,thym_c
1061,2647,1.0,r0330,56dthm_c
43,2648,-1.0,r0331,h_m
44,2648,-1.0,r0331,nadh_m
47,2648,1.0,r0331,nad_m
1927,2648,-1.0,r0331,thym_m
1928,2648,1.0,r0331,56dthm_m
8,2649,1.0,r0354,h_c
248,2649,-1.0,r0354,glc_D_c
988,2649,1.0,r0354,g6p_c
1044,2649,1.0,r0354,idp_c
1045,2649,-1.0,r0354,itp_c
8,2650,1.0,r0355,h_c
248,2650,-1.0,r0355,glc_D_c
988,2650,1.0,r0355,g6p_c
1005,2650,-1.0,r0355,datp_c
1006,2650,1.0,r0355,dadp_c
8,2651,1.0,r0357,h_c
242,2651,-1.0,r0357,fru_c
786,2651,1.0,r0357,f6p_c
1044,2651,1.0,r0357,idp_c
1045,2651,-1.0,r0357,itp_c
8,2652,1.0,r0358,h_c
242,2652,-1.0,r0358,fru_c
786,2652,1.0,r0358,f6p_c
1005,2652,-1.0,r0358,datp_c
1006,2652,1.0,r0358,dadp_c
8,2653,1.0,r0360,h_c
278,2653,-1.0,r0360,man_c
787,2653,1.0,r0360,man6p_c
1044,2653,1.0,r0360,idp_c
1045,2653,-1.0,r0360,itp_c
8,2654,1.0,r0361,h_c
278,2654,-1.0,r0361,man_c
787,2654,1.0,r0361,man6p_c
1005,2654,-1.0,r0361,datp_c
1006,2654,1.0,r0361,dadp_c
8,2655,1.0,r0363,h_c
1044,2655,1.0,r0363,idp_c
1045,2655,-1.0,r0363,itp_c
1475,2655,1.0,r0363,gam6p_c
1604,2655,-1.0,r0363,gam_c
8,2656,1.0,r0364,h_c
1005,2656,-1.0,r0364,datp_c
1006,2656,1.0,r0364,dadp_c
1475,2656,1.0,r0364,gam6p_c
1604,2656,-1.0,r0364,gam_c
43,2657,1.0,r0365,h_m
44,2657,1.0,r0365,nadh_m
47,2657,-1.0,r0365,nad_m
1108,2657,-1.0,r0365,3hpp_m
1496,2657,1.0,r0365,msa_m
13,2658,-1.0,r0366,h2o_c
1190,2658,-1.0,r0366,ACP_c
1689,2658,1.0,r0366,pan4p_c
1929,2658,1.0,r0366,HC01161_c
16,2659,1.0,r0368,pap_c
35,2659,-1.0,r0368,coa_c
1190,2659,1.0,r0368,ACP_c
1929,2659,-1.0,r0368,HC01161_c
7,2660,-1.0,r0381,nad_c
8,2660,1.0,r0381,h_c
10,2660,1.0,r0381,nadh_c
13,2660,-1.0,r0381,h2o_c
319,2660,1.0,r0381,taur_c
1064,2660,-1.0,r0381,hyptaur_c
43,2661,-1.0,r0383,h_m
342,2661,1.0,r0383,co2_m
769,2661,-1.0,r0383,pyr_m
1261,2661,-1.0,r0383,lpam_m
1930,2661,1.0,r0383,HC00682_m
43,2662,-1.0,r0384,h_m
123,2662,-1.0,r0384,akg_m
342,2662,1.0,r0384,co2_m
1261,2662,-1.0,r0384,lpam_m
1931,2662,1.0,r0384,HC00695_m
43,2663,-1.0,r0385,h_m
342,2663,1.0,r0385,co2_m
854,2663,-1.0,r0385,3mob_m
1261,2663,-1.0,r0385,lpam_m
1932,2663,1.0,r0385,2mpdhl_m
43,2664,-1.0,r0386,h_m
342,2664,1.0,r0386,co2_m
848,2664,-1.0,r0386,4mop_m
1261,2664,-1.0,r0386,lpam_m
1933,2664,1.0,r0386,HC01377_m
3,2665,-1.0,r0388,o2_c
4,2665,1.0,r0388,nh4_c
5,2665,1.0,r0388,h2o2_c
13,2665,-1.0,r0388,h2o_c
1096,2665,-1.0,r0388,pydam_c
1099,2665,1.0,r0388,pydx_c
3,2666,-1.0,r0389,o2_c
5,2666,1.0,r0389,h2o2_c
1098,2666,-1.0,r0389,pydxn_c
1099,2666,1.0,r0389,pydx_c
7,2667,-1.0,r0392,nad_c
8,2667,2.0,r0392,h_c
10,2667,1.0,r0392,nadh_c
13,2667,-1.0,r0392,h2o_c
79,2667,1.0,r0392,glyc_R_c
452,2667,-1.0,r0392,glyald_c
7,2668,-1.0,r0394,nad_c
8,2668,1.0,r0394,h_c
10,2668,1.0,r0394,nadh_c
13,2668,-1.0,r0394,h2o_c
724,2668,-1.0,r0394,hxan_c
1366,2668,1.0,r0394,xan_c
8,2669,-1.0,r0398,h_c
11,2669,1.0,r0398,nadp_c
12,2669,-1.0,r0398,nadph_c
1067,2669,1.0,r0398,thbpt_c
1068,2669,-1.0,r0398,dhbpt_c
3,2670,-1.0,r0399,o2_c
13,2670,1.0,r0399,h2o_c
119,2670,-1.0,r0399,phe_L_c
311,2670,1.0,r0399,tyr_L_c
1067,2670,-1.0,r0399,thbpt_c
1068,2670,1.0,r0399,dhbpt_c
71,2671,1.0,r0407,dhap_c
1365,2671,1.0,r0407,e4p_c
1934,2671,-1.0,r0407,HC00361_c
8,2672,1.0,r0408,h_c
50,2672,-1.0,r0408,atp_c
52,2672,1.0,r0408,adp_c
1364,2672,-1.0,r0408,s7p_c
1934,2672,1.0,r0408,HC00361_c
8,2673,1.0,r0409,h_c
455,2673,-1.0,r0409,utp_c
556,2673,1.0,r0409,udp_c
1364,2673,-1.0,r0409,s7p_c
1934,2673,1.0,r0409,HC00361_c
8,2674,-1.0,r0413,h_c
304,2674,1.0,r0413,pyr_c
634,2674,-1.0,r0413,pep_c
1014,2674,1.0,r0413,dgtp_c
1015,2674,-1.0,r0413,dgdp_c
8,2675,1.0,r0422,h_c
11,2675,-1.0,r0422,nadp_c
12,2675,1.0,r0422,nadph_c
1148,2675,-1.0,r0422,icit_c
1918,2675,1.0,r0422,HC01434_c
43,2676,1.0,r0423,h_m
45,2676,1.0,r0423,nadph_m
48,2676,-1.0,r0423,nadp_m
1079,2676,1.0,r0423,HC01434_m
1151,2676,-1.0,r0423,icit_m
56,2677,1.0,r0424,h_x
360,2677,-1.0,r0424,nadp_x
361,2677,1.0,r0424,nadph_x
1080,2677,1.0,r0424,HC01434_x
1152,2677,-1.0,r0424,icit_x
43,2678,1.0,r0425,h_m
44,2678,1.0,r0425,nadh_m
47,2678,-1.0,r0425,nad_m
1079,2678,1.0,r0425,HC01434_m
1151,2678,-1.0,r0425,icit_m
46,2679,1.0,r0426,h2o_m
1151,2679,-1.0,r0426,icit_m
1926,2679,1.0,r0426,HC00342_m
385,2680,1.0,r0430,coa_r
446,2680,-1.0,r0430,malcoa_r
1176,2680,-1.0,r0430,crn_r
1935,2680,1.0,r0430,HC10859_r
34,2681,-1.0,r0431,malcoa_c
35,2681,1.0,r0431,coa_c
207,2681,-1.0,r0431,crn_c
1936,2681,1.0,r0431,HC10859_c
57,2682,-1.0,r0433,coa_x
1417,2682,1.0,r0433,crn_x
1725,2682,1.0,r0433,malcoa_x
1937,2682,-1.0,r0433,HC10859_x
385,2683,1.0,r0434,coa_r
1176,2683,-1.0,r0434,crn_r
1830,2683,-1.0,r0434,pmtcoa_r
1938,2683,1.0,r0434,pmtcrn_r
57,2684,1.0,r0437,coa_x
1161,2684,-1.0,r0437,pmtcoa_x
1417,2684,-1.0,r0437,crn_x
1939,2684,1.0,r0437,pmtcrn_x
385,2685,1.0,r0441,coa_r
1176,2685,-1.0,r0441,crn_r
1940,2685,-1.0,r0441,arachdcoa_r
1941,2685,1.0,r0441,arachdcrn_r
57,2686,1.0,r0443,coa_x
1417,2686,-1.0,r0443,crn_x
1424,2686,-1.0,r0443,arachdcoa_x
1942,2686,1.0,r0443,arachdcrn_x
123,2687,-1.0,r0450,akg_m
124,2687,1.0,r0450,glu_L_m
804,2687,1.0,r0450,2oxoadp_m
810,2687,-1.0,r0450,L2aadp_m
43,2688,-1.0,r0451,h_m
342,2688,1.0,r0451,co2_m
804,2688,-1.0,r0451,2oxoadp_m
1261,2688,-1.0,r0451,lpam_m
1943,2688,1.0,r0451,HC01712_m
8,2689,1.0,r0456,h_c
50,2689,-1.0,r0456,atp_c
52,2689,1.0,r0456,adp_c
1047,2689,1.0,r0456,dgmp_c
1048,2689,-1.0,r0456,dgsn_c
55,2690,1.0,r0463,h2o_x
56,2690,-1.0,r0463,h_x
57,2690,-1.0,r0463,coa_x
389,2690,1.0,r0463,accoa_x
390,2690,1.0,r0463,aacoa_x
404,2690,-1.0,r0463,hmgcoa_x
43,2691,2.0,r0464,h_m
45,2691,1.0,r0464,nadph_m
46,2691,-1.0,r0464,h2o_m
48,2691,-1.0,r0464,nadp_m
1103,2691,-1.0,r0464,4abutn_m
1104,2691,1.0,r0464,4abut_m
8,2692,1.0,r0480,h_c
763,2692,-1.0,r0480,amet_c
803,2692,1.0,r0480,ahcys_c
927,2692,-1.0,r0480,ethamp_c
1944,2692,1.0,r0480,HC00718_c
123,2693,-1.0,r0483,akg_m
124,2693,1.0,r0483,glu_L_m
835,2693,1.0,r0483,2mop_m
1774,2693,-1.0,r0483,3aib_D_m
7,2694,-1.0,r0512,nad_c
10,2694,1.0,r0512,nadh_c
1536,2694,-1.0,r0512,dhf_c
1557,2694,1.0,r0512,fol_c
45,2695,-1.0,r0514,nadph_m
48,2695,1.0,r0514,nadp_m
1719,2695,1.0,r0514,dhf_m
1945,2695,-1.0,r0514,fol_m
43,2696,1.0,r0522,h_m
46,2696,-1.0,r0522,h2o_m
917,2696,-1.0,r0522,methf_m
1946,2696,1.0,r0522,5fthf_m
131,2697,-1.0,r0523,atp_m
608,2697,1.0,r0523,adp_m
855,2697,1.0,r0523,pi_m
917,2697,1.0,r0523,methf_m
1946,2697,-1.0,r0523,5fthf_m
4,2698,1.0,r0527,nh4_c
13,2698,-1.0,r0527,h2o_c
581,2698,1.0,r0527,nicrnt_c
584,2698,-1.0,r0527,nmn_c
8,2699,1.0,r0531,h_c
213,2699,-1.0,r0531,cytd_c
923,2699,1.0,r0531,cmp_c
1039,2699,1.0,r0531,dudp_c
1043,2699,-1.0,r0531,dutp_c
663,2700,1.0,r0537,sph1p_c
927,2700,-1.0,r0537,ethamp_c
1947,2700,-1.0,r0537,hxdcal_c
